"Report_Name","Title Master Report",
"Report_ID","TR",
"Release","5",
"Institution_Name","University of Mary Washington",
"Institution_ID","BIOONE:75E18762-A058-E811-80C8-005056B9C586",
"Metric_Types","",
"Report_Filters","",
"Report_Attributes","Attributes_To_Show=Access_Method|Access_Type|Data_Type|Section_Type|YOP",
"Exceptions","",
"Reporting_Period","Begin_Date=2020-07-01; End_Date=2021-06-30",
"Created","2022-01-13T14:50:08Z",
"Created_By","Scholarly iQ for BioOne Complete",
"","",
"Title","Publisher","Publisher_ID","Platform","DOI","Proprietary_ID","ISBN","Print_ISSN","Online_ISSN","URI","Data_Type","Section_Type","YOP","Access_Type","Access_Method","Metric_Type","Reporting_Period_Total","Jul-2020","Aug-2020","Sep-2020","Oct-2020","Nov-2020","Dec-2020","Jan-2021","Feb-2021","Mar-2021","Apr-2021","May-2021","Jun-2021",
"Journal of Zoo and Wildlife Medicine","American Association of Zoo Veterinarians","","BioOne","10.1638/zamd","BIOONE:zamd","","1042-7260","1937-2825","","Journal","Article","2014","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Journal of Zoo and Wildlife Medicine","American Association of Zoo Veterinarians","","BioOne","10.1638/zamd","BIOONE:zamd","","1042-7260","1937-2825","","Journal","Article","2017","Controlled","Regular","Total_Item_Investigations","2","0","0","0","0","0","0","0","2","0","0","0","0",
"Journal of Zoo and Wildlife Medicine","American Association of Zoo Veterinarians","","BioOne","10.1638/zamd","BIOONE:zamd","","1042-7260","1937-2825","","Journal","Article","2017","Controlled","Regular","Total_Item_Requests","2","0","0","0","0","0","0","0","2","0","0","0","0",
"Journal of Zoo and Wildlife Medicine","American Association of Zoo Veterinarians","","BioOne","10.1638/zamd","BIOONE:zamd","","1042-7260","1937-2825","","Journal","Article","2017","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Journal of Zoo and Wildlife Medicine","American Association of Zoo Veterinarians","","BioOne","10.1638/zamd","BIOONE:zamd","","1042-7260","1937-2825","","Journal","Article","2017","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Journal of Zoo and Wildlife Medicine","American Association of Zoo Veterinarians","","BioOne","10.1638/zamd","BIOONE:zamd","","1042-7260","1937-2825","","Journal","Article","2020","Controlled","Regular","Total_Item_Investigations","2","0","2","0","0","0","0","0","0","0","0","0","0",
"Journal of Zoo and Wildlife Medicine","American Association of Zoo Veterinarians","","BioOne","10.1638/zamd","BIOONE:zamd","","1042-7260","1937-2825","","Journal","Article","2020","Controlled","Regular","Total_Item_Requests","1","0","1","0","0","0","0","0","0","0","0","0","0",
"Journal of Zoo and Wildlife Medicine","American Association of Zoo Veterinarians","","BioOne","10.1638/zamd","BIOONE:zamd","","1042-7260","1937-2825","","Journal","Article","2020","Controlled","Regular","Unique_Item_Investigations","1","0","1","0","0","0","0","0","0","0","0","0","0",
"Journal of Zoo and Wildlife Medicine","American Association of Zoo Veterinarians","","BioOne","10.1638/zamd","BIOONE:zamd","","1042-7260","1937-2825","","Journal","Article","2020","Controlled","Regular","Unique_Item_Requests","1","0","1","0","0","0","0","0","0","0","0","0","0",
"BioScience","American Institute of Biological Sciences","","BioOne","10.1525/bisi","BIOONE:bisi","","0006-3568","1525-3244","","Journal","Article","2000","Controlled","Regular","Total_Item_Investigations","2","0","0","0","0","0","0","0","0","0","2","0","0",
"BioScience","American Institute of Biological Sciences","","BioOne","10.1525/bisi","BIOONE:bisi","","0006-3568","1525-3244","","Journal","Article","2000","Controlled","Regular","Total_Item_Requests","2","0","0","0","0","0","0","0","0","0","2","0","0",
"BioScience","American Institute of Biological Sciences","","BioOne","10.1525/bisi","BIOONE:bisi","","0006-3568","1525-3244","","Journal","Article","2000","Controlled","Regular","Unique_Item_Investigations","2","0","0","0","0","0","0","0","0","0","2","0","0",
"BioScience","American Institute of Biological Sciences","","BioOne","10.1525/bisi","BIOONE:bisi","","0006-3568","1525-3244","","Journal","Article","2000","Controlled","Regular","Unique_Item_Requests","2","0","0","0","0","0","0","0","0","0","2","0","0",
"American Museum Novitates","American Museum of Natural History","","BioOne","10.1206/novi","BIOONE:novi","","0003-0082","1937-352X","","Journal","Article","2007","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","1","0","0","0","0","0","0","0",
"American Museum Novitates","American Museum of Natural History","","BioOne","10.1206/novi","BIOONE:novi","","0003-0082","1937-352X","","Journal","Article","2007","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","1","0","0","0","0","0","0","0",
"American Museum Novitates","American Museum of Natural History","","BioOne","10.1206/novi","BIOONE:novi","","0003-0082","1937-352X","","Journal","Article","2007","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","1","0","0","0","0","0","0","0",
"American Museum Novitates","American Museum of Natural History","","BioOne","10.1206/novi","BIOONE:novi","","0003-0082","1937-352X","","Journal","Article","2007","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","1","0","0","0","0","0","0","0",
"American Museum Novitates","American Museum of Natural History","","BioOne","10.1206/novi","BIOONE:novi","","0003-0082","1937-352X","","Journal","Article","2017","Controlled","Regular","Total_Item_Investigations","1","0","0","0","1","0","0","0","0","0","0","0","0",
"American Museum Novitates","American Museum of Natural History","","BioOne","10.1206/novi","BIOONE:novi","","0003-0082","1937-352X","","Journal","Article","2017","Controlled","Regular","Total_Item_Requests","1","0","0","0","1","0","0","0","0","0","0","0","0",
"American Museum Novitates","American Museum of Natural History","","BioOne","10.1206/novi","BIOONE:novi","","0003-0082","1937-352X","","Journal","Article","2017","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","1","0","0","0","0","0","0","0","0",
"American Museum Novitates","American Museum of Natural History","","BioOne","10.1206/novi","BIOONE:novi","","0003-0082","1937-352X","","Journal","Article","2017","Controlled","Regular","Unique_Item_Requests","1","0","0","0","1","0","0","0","0","0","0","0","0",
"American Museum Novitates","American Museum of Natural History","","BioOne","10.1206/novi","BIOONE:novi","","0003-0082","1937-352X","","Journal","Article","2018","Controlled","Regular","Total_Item_Investigations","2","0","0","0","2","0","0","0","0","0","0","0","0",
"American Museum Novitates","American Museum of Natural History","","BioOne","10.1206/novi","BIOONE:novi","","0003-0082","1937-352X","","Journal","Article","2018","Controlled","Regular","Total_Item_Requests","2","0","0","0","2","0","0","0","0","0","0","0","0",
"American Museum Novitates","American Museum of Natural History","","BioOne","10.1206/novi","BIOONE:novi","","0003-0082","1937-352X","","Journal","Article","2018","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","1","0","0","0","0","0","0","0","0",
"American Museum Novitates","American Museum of Natural History","","BioOne","10.1206/novi","BIOONE:novi","","0003-0082","1937-352X","","Journal","Article","2018","Controlled","Regular","Unique_Item_Requests","1","0","0","0","1","0","0","0","0","0","0","0","0",
"Bulletin of the American Museum of Natural History","American Museum of Natural History","","BioOne","10.1206/amnb","BIOONE:amnb","","0003-0090","1937-3546","","Journal","Article","2006","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","0","0","0","0","1","0","0","0",
"Bulletin of the American Museum of Natural History","American Museum of Natural History","","BioOne","10.1206/amnb","BIOONE:amnb","","0003-0090","1937-3546","","Journal","Article","2006","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","0","0","0","0","1","0","0","0",
"Bulletin of the American Museum of Natural History","American Museum of Natural History","","BioOne","10.1206/amnb","BIOONE:amnb","","0003-0090","1937-3546","","Journal","Article","2006","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","0","1","0","0","0",
"Bulletin of the American Museum of Natural History","American Museum of Natural History","","BioOne","10.1206/amnb","BIOONE:amnb","","0003-0090","1937-3546","","Journal","Article","2006","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","0","1","0","0","0",
"Bulletin of the American Museum of Natural History","American Museum of Natural History","","BioOne","10.1206/amnb","BIOONE:amnb","","0003-0090","1937-3546","","Journal","Article","2011","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","0","1","0","0","0","0","0","0",
"Bulletin of the American Museum of Natural History","American Museum of Natural History","","BioOne","10.1206/amnb","BIOONE:amnb","","0003-0090","1937-3546","","Journal","Article","2011","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","0","1","0","0","0","0","0","0",
"Bulletin of the American Museum of Natural History","American Museum of Natural History","","BioOne","10.1206/amnb","BIOONE:amnb","","0003-0090","1937-3546","","Journal","Article","2011","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","1","0","0","0","0","0","0",
"Bulletin of the American Museum of Natural History","American Museum of Natural History","","BioOne","10.1206/amnb","BIOONE:amnb","","0003-0090","1937-3546","","Journal","Article","2011","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","1","0","0","0","0","0","0",
"Ornithological Applications","American Ornithological Society","","BioOne","10.1093/ornitha","BIOONE:cond.1","","0010-5422","2732-4621","","Journal","Article","2001","OA_Gold","Regular","Total_Item_Investigations","2","0","0","0","0","0","0","0","0","0","2","0","0",
"Ornithological Applications","American Ornithological Society","","BioOne","10.1093/ornitha","BIOONE:cond.1","","0010-5422","2732-4621","","Journal","Article","2001","OA_Gold","Regular","Total_Item_Requests","2","0","0","0","0","0","0","0","0","0","2","0","0",
"Ornithological Applications","American Ornithological Society","","BioOne","10.1093/ornitha","BIOONE:cond.1","","0010-5422","2732-4621","","Journal","Article","2001","OA_Gold","Regular","Unique_Item_Investigations","2","0","0","0","0","0","0","0","0","0","2","0","0",
"Ornithological Applications","American Ornithological Society","","BioOne","10.1093/ornitha","BIOONE:cond.1","","0010-5422","2732-4621","","Journal","Article","2001","OA_Gold","Regular","Unique_Item_Requests","2","0","0","0","0","0","0","0","0","0","2","0","0",
"Ornithological Applications","American Ornithological Society","","BioOne","10.1093/ornitha","BIOONE:cond.1","","0010-5422","2732-4621","","Journal","Article","2018","OA_Gold","Regular","Total_Item_Investigations","1","0","0","0","0","0","0","0","0","1","0","0","0",
"Ornithological Applications","American Ornithological Society","","BioOne","10.1093/ornitha","BIOONE:cond.1","","0010-5422","2732-4621","","Journal","Article","2018","OA_Gold","Regular","Total_Item_Requests","1","0","0","0","0","0","0","0","0","1","0","0","0",
"Ornithological Applications","American Ornithological Society","","BioOne","10.1093/ornitha","BIOONE:cond.1","","0010-5422","2732-4621","","Journal","Article","2018","OA_Gold","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","0","1","0","0","0",
"Ornithological Applications","American Ornithological Society","","BioOne","10.1093/ornitha","BIOONE:cond.1","","0010-5422","2732-4621","","Journal","Article","2018","OA_Gold","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","0","1","0","0","0",
"Ornithological Monographs No. 74","American Ornithological Society","","BioOne","10.1525/aoum.74","BIOONE:No. 74","978-0-943610-93-1","","","","Book","","2012","Controlled","Regular","Unique_Title_Investigations","2","0","0","0","0","0","0","0","0","1","1","0","0",
"Ornithological Monographs No. 74","American Ornithological Society","","BioOne","10.1525/aoum.74","BIOONE:No. 74","978-0-943610-93-1","","","","Book","","2012","Controlled","Regular","Unique_Title_Requests","2","0","0","0","0","0","0","0","0","1","1","0","0",
"Ornithological Monographs No. 74","American Ornithological Society","","BioOne","10.1525/aoum.74","BIOONE:No. 74","978-0-943610-93-1","","","","Book","Chapter","2012","Controlled","Regular","Total_Item_Investigations","2","0","0","0","0","0","0","0","0","1","1","0","0",
"Ornithological Monographs No. 74","American Ornithological Society","","BioOne","10.1525/aoum.74","BIOONE:No. 74","978-0-943610-93-1","","","","Book","Chapter","2012","Controlled","Regular","Total_Item_Requests","2","0","0","0","0","0","0","0","0","1","1","0","0",
"Ornithological Monographs No. 74","American Ornithological Society","","BioOne","10.1525/aoum.74","BIOONE:No. 74","978-0-943610-93-1","","","","Book","Chapter","2012","Controlled","Regular","Unique_Item_Investigations","2","0","0","0","0","0","0","0","0","1","1","0","0",
"Ornithological Monographs No. 74","American Ornithological Society","","BioOne","10.1525/aoum.74","BIOONE:No. 74","978-0-943610-93-1","","","","Book","Chapter","2012","Controlled","Regular","Unique_Item_Requests","2","0","0","0","0","0","0","0","0","1","1","0","0",
"Ornithology","American Ornithological Society","","BioOne","10.1093/ornitho","BIOONE:tauk.1","","0004-8038","2732-4613","","Journal","Article","2014","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","0","0","0","0","0","0","0","1",
"Ornithology","American Ornithological Society","","BioOne","10.1093/ornitho","BIOONE:tauk.1","","0004-8038","2732-4613","","Journal","Article","2014","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","0","0","0","0","0","0","0","1",
"Ornithology","American Ornithological Society","","BioOne","10.1093/ornitho","BIOONE:tauk.1","","0004-8038","2732-4613","","Journal","Article","2014","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","0","0","0","0","1",
"Ornithology","American Ornithological Society","","BioOne","10.1093/ornitho","BIOONE:tauk.1","","0004-8038","2732-4613","","Journal","Article","2014","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","0","0","0","0","1",
"Ornithology","American Ornithological Society","","BioOne","10.1093/ornitho","BIOONE:tauk.1","","0004-8038","2732-4613","","Journal","Article","2018","OA_Gold","Regular","Total_Item_Investigations","1","0","0","0","0","0","0","0","0","0","1","0","0",
"Ornithology","American Ornithological Society","","BioOne","10.1093/ornitho","BIOONE:tauk.1","","0004-8038","2732-4613","","Journal","Article","2018","OA_Gold","Regular","Total_Item_Requests","1","0","0","0","0","0","0","0","0","0","1","0","0",
"Ornithology","American Ornithological Society","","BioOne","10.1093/ornitho","BIOONE:tauk.1","","0004-8038","2732-4613","","Journal","Article","2018","OA_Gold","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","0","0","1","0","0",
"Ornithology","American Ornithological Society","","BioOne","10.1093/ornitho","BIOONE:tauk.1","","0004-8038","2732-4613","","Journal","Article","2018","OA_Gold","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","0","0","1","0","0",
"The Auk","American Ornithological Society","","BioOne","10.1642/tauk","BIOONE:tauk","","0004-8038","1938-4254","","Journal","Article","2009","Controlled","Regular","Total_Item_Investigations","2","0","0","0","0","0","0","0","2","0","0","0","0",
"The Auk","American Ornithological Society","","BioOne","10.1642/tauk","BIOONE:tauk","","0004-8038","1938-4254","","Journal","Article","2009","Controlled","Regular","Total_Item_Requests","2","0","0","0","0","0","0","0","2","0","0","0","0",
"The Auk","American Ornithological Society","","BioOne","10.1642/tauk","BIOONE:tauk","","0004-8038","1938-4254","","Journal","Article","2009","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","1","0","0","0","0",
"The Auk","American Ornithological Society","","BioOne","10.1642/tauk","BIOONE:tauk","","0004-8038","1938-4254","","Journal","Article","2009","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","1","0","0","0","0",
"The Auk","American Ornithological Society","","BioOne","10.1642/tauk","BIOONE:tauk","","0004-8038","1938-4254","","Journal","Article","2017","OA_Gold","Regular","Total_Item_Investigations","2","0","0","0","0","0","0","0","0","2","0","0","0",
"The Auk","American Ornithological Society","","BioOne","10.1642/tauk","BIOONE:tauk","","0004-8038","1938-4254","","Journal","Article","2017","OA_Gold","Regular","Total_Item_Requests","2","0","0","0","0","0","0","0","0","2","0","0","0",
"The Auk","American Ornithological Society","","BioOne","10.1642/tauk","BIOONE:tauk","","0004-8038","1938-4254","","Journal","Article","2017","OA_Gold","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The Auk","American Ornithological Society","","BioOne","10.1642/tauk","BIOONE:tauk","","0004-8038","1938-4254","","Journal","Article","2017","OA_Gold","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The Auk","American Ornithological Society","","BioOne","10.1642/tauk","BIOONE:tauk","","0004-8038","1938-4254","","Journal","Article","2018","OA_Gold","Regular","Total_Item_Investigations","2","0","0","0","0","0","0","0","2","0","0","0","0",
"The Auk","American Ornithological Society","","BioOne","10.1642/tauk","BIOONE:tauk","","0004-8038","1938-4254","","Journal","Article","2018","OA_Gold","Regular","Total_Item_Requests","2","0","0","0","0","0","0","0","2","0","0","0","0",
"The Auk","American Ornithological Society","","BioOne","10.1642/tauk","BIOONE:tauk","","0004-8038","1938-4254","","Journal","Article","2018","OA_Gold","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","1","0","0","0","0",
"The Auk","American Ornithological Society","","BioOne","10.1642/tauk","BIOONE:tauk","","0004-8038","1938-4254","","Journal","Article","2018","OA_Gold","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","1","0","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2003","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2003","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2003","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2003","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2007","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","0","0","0","1","0","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2007","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","0","0","0","1","0","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2007","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","1","0","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2007","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","1","0","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2009","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2009","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2009","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2009","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2016","Controlled","Regular","Total_Item_Investigations","3","0","0","0","0","3","0","0","0","0","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2016","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","1","0","0","0","0","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2016","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","1","0","0","0","0","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2016","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","1","0","0","0","0","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2017","Controlled","Regular","Total_Item_Investigations","2","0","0","2","0","0","0","0","0","0","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2017","Controlled","Regular","Total_Item_Requests","2","0","0","2","0","0","0","0","0","0","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2017","Controlled","Regular","Unique_Item_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2017","Controlled","Regular","Unique_Item_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2001","OA_Gold","Regular","Total_Item_Investigations","2","0","0","0","0","0","0","0","0","2","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2001","OA_Gold","Regular","Total_Item_Requests","2","0","0","0","0","0","0","0","0","2","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2001","OA_Gold","Regular","Unique_Item_Investigations","2","0","0","0","0","0","0","0","0","2","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2001","OA_Gold","Regular","Unique_Item_Requests","2","0","0","0","0","0","0","0","0","2","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2016","OA_Gold","Regular","Total_Item_Investigations","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2016","OA_Gold","Regular","Total_Item_Requests","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2016","OA_Gold","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2016","OA_Gold","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2017","OA_Gold","Regular","Total_Item_Investigations","2","0","0","0","0","0","0","0","0","2","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2017","OA_Gold","Regular","Total_Item_Requests","2","0","0","0","0","0","0","0","0","2","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2017","OA_Gold","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2017","OA_Gold","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2018","OA_Gold","Regular","Total_Item_Investigations","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The Condor","American Ornithological Society","","BioOne","10.1525/cond","BIOONE:cond","","0010-5422","1938-5129","","Journal","Article","2018","OA_Gold","Regular","Total_Item_Requests","1","0","0","0","0","0","0","0","0","1","0","0","0",
