"Report_Name","Title Master Report",
"Report_ID","TR",
"Release","5",
"Institution_Name","UniversityofMaryWashington",
"Institution_ID","AA:0001907",
"Metric_Types","",
"Report_Filters","YOP=0001|9999",
"Report_Attributes","Attributes_To_Show=Access_Method|Access_Type|Data_Type|Section_Type|YOP",
"Exceptions","",
"Reporting_Period","Begin_Date=2020-07-01; End_Date=2021-06-30",
"Created","2022-01-12T19:06:03Z",
"Created_By","Scholarly iQ for Accessible Archives",
"","",
"Title","Publisher","Publisher_ID","Platform","DOI","Proprietary_ID","ISBN","Print_ISSN","Online_ISSN","URI","Data_Type","Section_Type","YOP","Access_Type","Access_Method","Metric_Type","Reporting_Period_Total","Jul-2020","Aug-2020","Sep-2020","Oct-2020","Nov-2020","Dec-2020","Jan-2021","Feb-2021","Mar-2021","Apr-2021","May-2021","Jun-2021",
"HISTORY OF WHITE COUNTY, ILLINOIS: TOGETHER WITH SKETCHES OF ITS CITIES, VILLAGES AND TOWNSHIPS, EDUCATIONAL, RELIGIOUS, CIVIL,","INTER-STATE PUBLISHING CO","","Accessible Archives","","AA:BIL000064","","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","0","0","0","0","0","1","0","0","0","0",
"THE CITY OF DETROIT, MICHIGAN, 1701-1922 - VOLUME 2","S. J. Clarke Pub. Co","","Accessible Archives","","AA:BMI001253","","","","","Book","","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"THE CITY OF DETROIT, MICHIGAN, 1701-1922 - VOLUME 2","S. J. Clarke Pub. Co","","Accessible Archives","","AA:BMI001253","","","","","Book","","0001","Controlled","Regular","Total_Item_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"THE CITY OF DETROIT, MICHIGAN, 1701-1922 - VOLUME 2","S. J. Clarke Pub. Co","","Accessible Archives","","AA:BMI001253","","","","","Book","","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"THE CITY OF DETROIT, MICHIGAN, 1701-1922 - VOLUME 2","S. J. Clarke Pub. Co","","Accessible Archives","","AA:BMI001253","","","","","Book","","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"THE CITY OF DETROIT, MICHIGAN, 1701-1922 - VOLUME 2","S. J. Clarke Pub. Co","","Accessible Archives","","AA:BMI001253","","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"THE CITY OF DETROIT, MICHIGAN, 1701-1922 - VOLUME 2","S. J. Clarke Pub. Co","","Accessible Archives","","AA:BMI001253","","","","","Book","","0001","Controlled","Regular","Unique_Title_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"THE HISTORICAL ENCYCLOPEDIA OF TEXAS","TEXAS HISTORICAL SOCIETY","","Accessible Archives","","AA:BTX000308","","","","","Book","","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"THE HISTORICAL ENCYCLOPEDIA OF TEXAS","TEXAS HISTORICAL SOCIETY","","Accessible Archives","","AA:BTX000308","","","","","Book","","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"THE HISTORICAL ENCYCLOPEDIA OF TEXAS","TEXAS HISTORICAL SOCIETY","","Accessible Archives","","AA:BTX000308","","","","","Book","","0001","Controlled","Regular","Unique_Title_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Anatomy of Protest in America Series: Books, 1701-1928","The S. J. Clarke Publishing Company","","Accessible Archives","","AA:ANATOMYOFPROTESTINAMERICASERIESBOOKS","","","","","Journal","","0001","Controlled","Regular","Total_Item_Investigations","4","0","0","0","0","0","0","0","2","2","0","0","0",
"Anatomy of Protest in America Series: Books, 1701-1928","The S. J. Clarke Publishing Company","","Accessible Archives","","AA:ANATOMYOFPROTESTINAMERICASERIESBOOKS","","","","","Journal","","0001","Controlled","Regular","Total_Item_Requests","4","0","0","0","0","0","0","0","2","2","0","0","0",
"Anatomy of Protest in America Series: Books, 1701-1928","The S. J. Clarke Publishing Company","","Accessible Archives","","AA:ANATOMYOFPROTESTINAMERICASERIESBOOKS","","","","","Journal","","0001","Controlled","Regular","Unique_Item_Investigations","2","0","0","0","0","0","0","0","1","1","0","0","0",
"Anatomy of Protest in America Series: Books, 1701-1928","The S. J. Clarke Publishing Company","","Accessible Archives","","AA:ANATOMYOFPROTESTINAMERICASERIESBOOKS","","","","","Journal","","0001","Controlled","Regular","Unique_Item_Requests","2","0","0","0","0","0","0","0","1","1","0","0","0",
"Quarantine and Infectious Disease Control Series: Books, 1823-1928","The S. J. Clarke Publishing Company","","Accessible Archives","","AA:QUARANTINEANDINFECTIOUSDISEASECONTROLSERIESBOOK","","","","","Journal","","0001","Controlled","Regular","Total_Item_Investigations","2","0","0","0","0","0","0","0","0","2","0","0","0",
"Quarantine and Infectious Disease Control Series: Books, 1823-1928","The S. J. Clarke Publishing Company","","Accessible Archives","","AA:QUARANTINEANDINFECTIOUSDISEASECONTROLSERIESBOOK","","","","","Journal","","0001","Controlled","Regular","Total_Item_Requests","2","0","0","0","0","0","0","0","0","2","0","0","0",
"Quarantine and Infectious Disease Control Series: Books, 1823-1928","The S. J. Clarke Publishing Company","","Accessible Archives","","AA:QUARANTINEANDINFECTIOUSDISEASECONTROLSERIESBOOK","","","","","Journal","","0001","Controlled","Regular","Unique_Item_Investigations","2","0","0","0","0","0","0","0","0","2","0","0","0",
"Quarantine and Infectious Disease Control Series: Books, 1823-1928","The S. J. Clarke Publishing Company","","Accessible Archives","","AA:QUARANTINEANDINFECTIOUSDISEASECONTROLSERIESBOOK","","","","","Journal","","0001","Controlled","Regular","Unique_Item_Requests","2","0","0","0","0","0","0","0","0","2","0","0","0",
"The 19th Amendment Victory: Books, 1812-1923","The S. J. Clarke Publishing Company","","Accessible Archives","","AA:19THAMENDMENTBOOKS","","","","","Journal","","0001","Controlled","Regular","Total_Item_Investigations","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The 19th Amendment Victory: Books, 1812-1923","The S. J. Clarke Publishing Company","","Accessible Archives","","AA:19THAMENDMENTBOOKS","","","","","Journal","","0001","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The 19th Amendment Victory: Books, 1812-1923","The S. J. Clarke Publishing Company","","Accessible Archives","","AA:19THAMENDMENTBOOKS","","","","","Journal","","0001","Controlled","Regular","Unique_Item_Investigations","1","0","0","0","0","0","0","0","0","1","0","0","0",
"The 19th Amendment Victory: Books, 1812-1923","The S. J. Clarke Publishing Company","","Accessible Archives","","AA:19THAMENDMENTBOOKS","","","","","Journal","","0001","Controlled","Regular","Unique_Item_Requests","1","0","0","0","0","0","0","0","0","1","0","0","0",
