"Report_Name","Title Master Report",
"Report_ID","TR",
"Release","5",
"Institution_Name","University of Mary Washington",
"Institution_ID","APA:683497",
"Metric_Types","",
"Report_Filters","",
"Report_Attributes","Attributes_To_Show=Access_Method|Access_Type|Data_Type|Section_Type|YOP",
"Exceptions","",
"Reporting_Period","Begin_Date=2020-07-01; End_Date=2021-06-30",
"Created","2022-01-13T14:48:12Z",
"Created_By","Scholarly iQ for American Psychological Association",
"","",
"Title","Publisher","Publisher_ID","Platform","DOI","Proprietary_ID","ISBN","Print_ISSN","Online_ISSN","URI","Data_Type","Section_Type","YOP","Access_Type","Access_Method","Metric_Type","Reporting_Period_Total","Jul-2020","Aug-2020","Sep-2020","Oct-2020","Nov-2020","Dec-2020","Jan-2021","Feb-2021","Mar-2021","Apr-2021","May-2021","Jun-2021",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1978","Controlled","Regular","No_License","2","0","0","0","0","0","0","0","0","0","0","0","2",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1989","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","0","1","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1990","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","0","1","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1991","Controlled","Regular","Total_Item_Investigations","2","0","0","0","0","0","0","0","0","0","0","2","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1991","Controlled","Regular","Total_Item_Requests","2","0","0","0","0","0","0","0","0","0","0","2","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1991","Controlled","Regular","Unique_Item_Investigations","2","0","0","0","0","0","0","0","0","0","0","2","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1991","Controlled","Regular","Unique_Item_Requests","2","0","0","0","0","0","0","0","0","0","0","2","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1992","Controlled","Regular","No_License","4","0","0","0","0","0","0","0","2","2","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1992","Controlled","Regular","Total_Item_Investigations","3","0","0","3","0","0","0","0","0","0","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1992","Controlled","Regular","Total_Item_Requests","3","0","0","3","0","0","0","0","0","0","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1992","Controlled","Regular","Unique_Item_Investigations","3","0","0","3","0","0","0","0","0","0","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1992","Controlled","Regular","Unique_Item_Requests","3","0","0","3","0","0","0","0","0","0","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1993","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","0","0","1","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1994","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","0","1","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1995","Controlled","Regular","Total_Item_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1995","Controlled","Regular","Total_Item_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1995","Controlled","Regular","Unique_Item_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1995","Controlled","Regular","Unique_Item_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1996","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","0","1","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","1998","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","0","1","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","2002","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","0","0","1","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","2003","Controlled","Regular","No_License","2","0","0","0","0","0","0","0","0","2","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","2004","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","0","0","0","1","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","2006","Controlled","Regular","No_License","3","0","0","0","0","0","0","0","3","0","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","2006","Controlled","Regular","Total_Item_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","2006","Controlled","Regular","Total_Item_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","2006","Controlled","Regular","Unique_Item_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","2006","Controlled","Regular","Unique_Item_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","2007","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","0","0","1","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","2009","Controlled","Regular","No_License","2","0","0","0","0","0","0","0","0","2","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","2011","Controlled","Regular","No_License","5","0","0","0","0","0","0","0","2","0","1","2","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","2020","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","1","0","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","2021","Controlled","Regular","Total_Item_Investigations","3","0","0","0","0","0","0","0","3","0","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","2021","Controlled","Regular","Total_Item_Requests","3","0","0","0","0","0","0","0","3","0","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","2021","Controlled","Regular","Unique_Item_Investigations","3","0","0","0","0","0","0","0","3","0","0","0","0",
"American Psychologist","American Psychological Association","APA:APA","APA PsycNET","","APA:amp","","0003-066X","1935-990X","","Journal","Article","2021","Controlled","Regular","Unique_Item_Requests","3","0","0","0","0","0","0","0","3","0","0","0","0",
"APA handbook of men and masculinities.","American Psychological Association","APA:APA","APA PsycNET","10.1037/14594-000","APA:14594","978-1-4338-1855-4","","","","Book","Chapter","2016","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","1","0","0","0","0",
"APA handbook of the psychology of women: History, theory, and battlegrounds.","American Psychological Association","APA:APA","APA PsycNET","10.1037/0000059-000","APA:16034","978-1-4338-2800-3","","","","Book","Chapter","2018","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Asian American Journal of Psychology","American Psychological Association","APA:APA","APA PsycNET","","APA:aap","","1948-1985","1948-1993","","Journal","Article","2016","Controlled","Regular","Total_Item_Investigations","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Asian American Journal of Psychology","American Psychological Association","APA:APA","APA PsycNET","","APA:aap","","1948-1985","1948-1993","","Journal","Article","2016","Controlled","Regular","Total_Item_Requests","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Asian American Journal of Psychology","American Psychological Association","APA:APA","APA PsycNET","","APA:aap","","1948-1985","1948-1993","","Journal","Article","2016","Controlled","Regular","Unique_Item_Investigations","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Asian American Journal of Psychology","American Psychological Association","APA:APA","APA PsycNET","","APA:aap","","1948-1985","1948-1993","","Journal","Article","2016","Controlled","Regular","Unique_Item_Requests","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Asian American Journal of Psychology","American Psychological Association","APA:APA","APA PsycNET","","APA:aap","","1948-1985","1948-1993","","Journal","Article","2018","Controlled","Regular","No_License","7","0","0","0","0","0","0","0","0","0","7","0","0",
"B. F. Skinner: A life.","American Psychological Association","APA:APA","APA PsycNET","10.1037/10130-000","APA:10130","978-0-465-00611-3","","","","Book","Chapter","1997","Controlled","Regular","No_License","9","0","0","0","0","0","0","0","0","9","0","0","0",
"Behavior Analysis: Research and Practice","American Psychological Association","APA:APA","APA PsycNET","","APA:bar","","","1539-4352","","Journal","Article","2012","OA_Gold","Regular","Total_Item_Investigations","2","0","0","0","0","0","0","0","0","1","1","0","0",
"Behavior Analysis: Research and Practice","American Psychological Association","APA:APA","APA PsycNET","","APA:bar","","","1539-4352","","Journal","Article","2012","OA_Gold","Regular","Total_Item_Requests","2","0","0","0","0","0","0","0","0","1","1","0","0",
"Behavior Analysis: Research and Practice","American Psychological Association","APA:APA","APA PsycNET","","APA:bar","","","1539-4352","","Journal","Article","2012","OA_Gold","Regular","Unique_Item_Investigations","2","0","0","0","0","0","0","0","0","1","1","0","0",
"Behavior Analysis: Research and Practice","American Psychological Association","APA:APA","APA PsycNET","","APA:bar","","","1539-4352","","Journal","Article","2012","OA_Gold","Regular","Unique_Item_Requests","2","0","0","0","0","0","0","0","0","1","1","0","0",
"Behavioral Neuroscience","American Psychological Association","APA:APA","APA PsycNET","","APA:bne","","0735-7044","1939-0084","","Journal","Article","1996","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Behavioral Neuroscience","American Psychological Association","APA:APA","APA PsycNET","","APA:bne","","0735-7044","1939-0084","","Journal","Article","2006","Controlled","Regular","Total_Item_Investigations","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Behavioral Neuroscience","American Psychological Association","APA:APA","APA PsycNET","","APA:bne","","0735-7044","1939-0084","","Journal","Article","2006","Controlled","Regular","Total_Item_Requests","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Behavioral Neuroscience","American Psychological Association","APA:APA","APA PsycNET","","APA:bne","","0735-7044","1939-0084","","Journal","Article","2006","Controlled","Regular","Unique_Item_Investigations","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Behavioral Neuroscience","American Psychological Association","APA:APA","APA PsycNET","","APA:bne","","0735-7044","1939-0084","","Journal","Article","2006","Controlled","Regular","Unique_Item_Requests","1","1","0","0","0","0","0","0","0","0","0","0","0",
"Behavioral Neuroscience","American Psychological Association","APA:APA","APA PsycNET","","APA:bne","","0735-7044","1939-0084","","Journal","Article","2017","Controlled","Regular","Total_Item_Investigations","3","1","0","2","0","0","0","0","0","0","0","0","0",
"Behavioral Neuroscience","American Psychological Association","APA:APA","APA PsycNET","","APA:bne","","0735-7044","1939-0084","","Journal","Article","2017","Controlled","Regular","Total_Item_Requests","3","1","0","2","0","0","0","0","0","0","0","0","0",
"Behavioral Neuroscience","American Psychological Association","APA:APA","APA PsycNET","","APA:bne","","0735-7044","1939-0084","","Journal","Article","2017","Controlled","Regular","Unique_Item_Investigations","3","1","0","2","0","0","0","0","0","0","0","0","0",
"Behavioral Neuroscience","American Psychological Association","APA:APA","APA PsycNET","","APA:bne","","0735-7044","1939-0084","","Journal","Article","2017","Controlled","Regular","Unique_Item_Requests","3","1","0","2","0","0","0","0","0","0","0","0","0",
"Behavioral Neuroscience","American Psychological Association","APA:APA","APA PsycNET","","APA:bne","","7357-0443","1939-0084","","Journal","Article","2003","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","0","0","0","1","0",
"Behavioral Neuroscience","American Psychological Association","APA:APA","APA PsycNET","","APA:bne","","7357-0443","1939-0084","","Journal","Article","2013","Controlled","Regular","No_License","2","0","0","0","0","0","0","0","0","0","2","0","0",
"Canadian Journal of Behavioural Science/Revue canadienne des sciences du comportement","American Psychological Association","APA:APA","APA PsycNET","","APA:cbs","","0008-400X","1879-2669","","Journal","Article","1985","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","0","0","1","0","0",
"Canadian Journal of Behavioural Science/Revue canadienne des sciences du comportement","American Psychological Association","APA:APA","APA PsycNET","","APA:cbs","","0008-400X","1879-2669","","Journal","Article","1989","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","0","0","1","0","0",
"Canadian Journal of Behavioural Science/Revue canadienne des sciences du comportement","American Psychological Association","APA:APA","APA PsycNET","","APA:cbs","","0008-400X","1879-2669","","Journal","Article","2014","Controlled","Regular","No_License","2","0","0","0","0","0","0","0","2","0","0","0","0",
"Canadian Journal of Behavioural Science/Revue canadienne des sciences du comportement","American Psychological Association","APA:APA","APA PsycNET","","APA:cbs","","0008-400X","1879-2669","","Journal","Article","2020","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","0","0","1","0","0",
"Canadian Journal of Experimental Psychology/Revue canadienne de psychologie expérimentale","American Psychological Association","APA:APA","APA PsycNET","","APA:cep","","1196-1961","1878-7290","","Journal","Article","2013","Controlled","Regular","No_License","8","0","0","0","0","0","0","0","0","6","2","0","0",
"Canadian Psychology/Psychologie canadienne","American Psychological Association","APA:APA","APA PsycNET","","APA:cap","","0708-5591","1878-7304","","Journal","Article","2020","OA_Gold","Regular","Total_Item_Investigations","4","0","0","4","0","0","0","0","0","0","0","0","0",
"Canadian Psychology/Psychologie canadienne","American Psychological Association","APA:APA","APA PsycNET","","APA:cap","","0708-5591","1878-7304","","Journal","Article","2020","OA_Gold","Regular","Total_Item_Requests","4","0","0","4","0","0","0","0","0","0","0","0","0",
"Canadian Psychology/Psychologie canadienne","American Psychological Association","APA:APA","APA PsycNET","","APA:cap","","0708-5591","1878-7304","","Journal","Article","2020","OA_Gold","Regular","Unique_Item_Investigations","2","0","0","2","0","0","0","0","0","0","0","0","0",
"Canadian Psychology/Psychologie canadienne","American Psychological Association","APA:APA","APA PsycNET","","APA:cap","","0708-5591","1878-7304","","Journal","Article","2020","OA_Gold","Regular","Unique_Item_Requests","2","0","0","2","0","0","0","0","0","0","0","0","0",
"Canadian Psychology/Psychologie canadienne","American Psychological Association","APA:APA","APA PsycNET","","APA:cap","","7085-5919","1878-7304","","Journal","Article","2021","Controlled","Regular","Total_Item_Investigations","2","0","0","0","0","0","0","0","0","0","0","2","0",
"Canadian Psychology/Psychologie canadienne","American Psychological Association","APA:APA","APA PsycNET","","APA:cap","","7085-5919","1878-7304","","Journal","Article","2021","Controlled","Regular","Unique_Item_Investigations","2","0","0","0","0","0","0","0","0","0","0","2","0",
"Clinical neuropsychology: A pocket handbook for assessment.","American Psychological Association","APA:APA","APA PsycNET","10.1037/14339-000","APA:14339","978-1-4338-1687-1","","","","Book","Chapter","2014","Controlled","Regular","No_License","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Clinical Practice in Pediatric Psychology","American Psychological Association","APA:APA","APA PsycNET","","APA:cpp","","2169-4826","2169-4834","","Journal","Article","2014","Controlled","Regular","No_License","1","0","0","0","0","0","0","0","0","0","1","0","0",
"Clinical Practice in Pediatric Psychology","American Psychological Association","APA:APA","APA PsycNET","","APA:cpp","","2169-4826","2169-4834","","Journal","Article","2020","Controlled","Regular","Total_Item_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Clinical Practice in Pediatric Psychology","American Psychological Association","APA:APA","APA PsycNET","","APA:cpp","","2169-4826","2169-4834","","Journal","Article","2020","Controlled","Regular","Total_Item_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Clinical Practice in Pediatric Psychology","American Psychological Association","APA:APA","APA PsycNET","","APA:cpp","","2169-4826","2169-4834","","Journal","Article","2020","Controlled","Regular","Unique_Item_Investigations","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Clinical Practice in Pediatric Psychology","American Psychological Association","APA:APA","APA PsycNET","","APA:cpp","","2169-4826","2169-4834","","Journal","Article","2020","Controlled","Regular","Unique_Item_Requests","1","0","0","1","0","0","0","0","0","0","0","0","0",
"Cognitive fatigue: Multidisciplinary perspectives on current research and future applications.","American Psychological Association","APA:APA","APA PsycNET","10.1037/12343-000","APA:12343","978-1-4338-0839-5","","","","Book","","2011","Controlled","Regular","Unique_Title_Investigations","3","0","0","0","0","0","0","0","3","0","0","0","0",
"Cognitive fatigue: Multidisciplinary perspectives on current research and future applications.","American Psychological Association","APA:APA","APA PsycNET","10.1037/12343-000","APA:12343","978-1-4338-0839-5","","","","Book","","2011","Controlled","Regular","Unique_Title_Requests","1","0","0","0","0","0","0","0","1","0","0","0","0",
"Cognitive fatigue: Multidisciplinary perspectives on current research and future applications.","American Psychological Association","APA:APA","APA PsycNET","10.1037/12343-000","APA:12343","978-1-4338-0839-5","","","","Book","Chapter","2011","Controlled","Regular","Total_Item_Investigations","3","0","0","0","0","0","0","0","3","0","0","0","0",
"Cognitive fatigue: Multidisciplinary perspectives on current research and future applications.","American Psychological Association","APA:APA","APA PsycNET","10.1037/12343-000","APA:12343","978-1-4338-0839-5","","","","Book","Chapter","2011","Controlled","Regular","Total_Item_Requests","1","0","0","0","0","0","0","0","1","0","0","0","0",
